IDSUCURSAL,IDESTANTE,CAPACIDADVOLUMEN,CAPACIDADTOTALVOLUMEN,CAPACIDADPESO,CAPACIDADTOTALPESO,CATEGORIA,NIVELDEABASTECIMIENTO
436,15436,159,165,231,274,62,100
437,15437,40,95,174,202,500,55
438,15438,226,233,79,97,266,77
439,15439,44,47,341,399,232,77
440,15440,138,170,393,411,295,14
441,15441,5,13,144,196,145,79
442,15442,178,181,274,294,473,75
443,15443,101,125,51,68,844,62
444,15444,209,270,30,65,392,55
445,15445,10,35,152,213,803,74
446,15446,318,345,324,381,823,63
447,15447,38,66,108,152,250,26
448,15448,360,365,155,159,55,77
449,15449,259,276,326,370,351,59
450,15450,368,375,47,67,103,36
451,15451,50,54,71,110,317,13
452,15452,280,305,81,81,762,25
453,15453,147,197,73,84,331,96
454,15454,399,449,29,42,781,16
455,15455,1,10,158,176,990,75
456,15456,391,431,313,358,80,36
457,15457,340,342,67,117,67,80
458,15458,274,278,379,404,370,89
459,15459,343,344,372,390,178,73
460,15460,283,305,27,38,154,2
461,15461,66,75,179,204,648,88
462,15462,35,43,286,361,116,80
463,15463,82,86,323,402,973,83
464,15464,222,235,139,143,690,91
465,15465,250,252,272,272,618,20
466,15466,235,258,176,191,38,63
467,15467,303,313,378,384,108,91
468,15468,138,138,386,441,354,1
469,15469,352,395,229,265,344,40
470,15470,171,222,187,187,203,50
471,15471,268,315,178,213,920,71
472,15472,262,266,79,155,58,63
473,15473,137,197,156,174,367,40
474,15474,226,243,331,335,514,82
475,15475,334,387,156,193,401,8
476,15476,104,122,4,14,271,9
477,15477,313,367,383,393,262,66
478,15478,181,192,352,385,961,28
479,15479,110,110,70,105,901,5
480,15480,163,163,233,234,527,73
481,15481,215,215,94,137,33,41
482,15482,109,148,202,229,826,38
483,15483,237,248,177,226,21,36
484,15484,41,41,335,369,775,36
485,15485,308,360,34,39,157,44
486,15486,361,366,201,258,833,6
487,15487,380,382,42,71,116,75
488,15488,346,377,202,214,840,74
489,15489,146,206,393,400,69,31
490,15490,112,129,285,324,523,48
491,15491,148,186,63,79,160,52
492,15492,236,239,110,172,550,56
493,15493,299,359,278,295,288,85
494,15494,288,338,230,243,411,63
495,15495,270,280,264,301,513,73
496,15496,166,210,89,108,47,49
497,15497,152,165,245,270,472,2
498,15498,209,226,365,401,116,46
499,15499,144,212,123,146,402,19
500,15500,260,277,113,151,711,71
501,15501,41,74,254,255,981,15
502,15502,117,142,247,249,945,11
503,15503,251,295,223,233,693,53
504,15504,273,278,322,386,963,32
505,15505,334,364,311,322,937,1
506,15506,384,436,225,248,619,45
507,15507,289,347,38,71,394,58
508,15508,79,79,306,338,860,18
509,15509,194,235,150,177,161,72
510,15510,5,89,5,42,324,80
511,15511,265,266,124,138,760,85
512,15512,212,238,82,113,639,78
513,15513,64,81,86,90,824,19
514,15514,10,39,353,398,782,37
515,15515,34,45,271,296,535,1
516,15516,225,238,135,194,506,75
517,15517,247,318,85,94,817,59
518,15518,351,353,227,245,181,45
519,15519,66,67,53,92,141,0
520,15520,65,89,244,289,831,46
521,15521,170,184,14,38,649,34
522,15522,400,409,87,94,313,22
523,15523,10,33,195,220,558,10
524,15524,317,319,187,196,431,41
525,15525,289,289,235,267,998,86
526,15526,79,110,58,70,429,5
527,15527,306,325,121,183,767,50
528,15528,357,374,212,212,149,71
529,15529,241,256,277,348,137,97
530,15530,185,226,180,181,170,24
531,15531,281,335,28,67,84,55
532,15532,19,67,109,170,499,68
533,15533,63,84,350,350,842,55
534,15534,16,27,132,132,387,60
535,15535,182,192,278,297,867,27
536,15536,306,329,354,415,487,31
537,15537,233,263,23,45,793,26
538,15538,364,366,162,176,466,20
539,15539,1,45,110,124,122,69
540,15540,178,185,271,272,935,94
541,15541,54,66,190,200,557,48
542,15542,397,443,386,413,151,63
543,15543,303,317,359,389,433,30
544,15544,319,351,10,77,378,50
545,15545,42,103,185,254,841,96
546,15546,52,83,189,245,864,87
547,15547,230,235,365,368,494,23
548,15548,273,285,130,132,408,98
549,15549,11,78,194,210,834,76
550,15550,331,340,336,390,560,26
551,15551,267,312,355,364,559,75
552,15552,300,331,364,364,608,70
553,15553,127,158,138,147,689,50
554,15554,59,84,189,236,909,17
555,15555,47,48,45,93,592,100
556,15556,26,85,196,249,271,44
557,15557,61,104,346,354,713,34
558,15558,282,308,182,198,797,74
559,15559,244,260,115,156,269,95
560,15560,23,58,230,249,179,94
561,15561,27,31,248,325,562,76
562,15562,7,10,202,204,699,43
563,15563,358,389,231,240,951,52
564,15564,277,283,42,50,44,49
565,15565,97,133,49,142,232,78
566,15566,321,338,68,69,444,34
567,15567,220,242,55,67,423,34
568,15568,298,364,191,206,882,62
569,15569,302,357,0,35,70,10
570,15570,13,94,21,33,19,46
571,15571,185,206,31,69,619,98
572,15572,95,97,47,59,538,31
573,15573,185,189,320,332,411,88
574,15574,57,97,153,171,894,41
575,15575,360,389,285,286,638,99
576,15576,130,137,287,351,582,81
577,15577,276,279,391,407,838,95
578,15578,106,107,304,312,498,77
579,15579,107,118,78,81,565,96
580,15580,246,253,128,132,489,3
581,15581,118,152,269,276,640,78
582,15582,395,424,102,136,939,92
583,15583,236,245,340,344,827,56
584,15584,23,34,343,374,842,72
585,15585,143,185,61,101,759,69
586,15586,253,254,9,34,331,58
587,15587,34,90,332,360,925,34
588,15588,54,120,267,275,413,63
589,15589,290,303,392,402,399,3
590,15590,30,73,260,288,345,44
591,15591,242,281,220,236,923,47
592,15592,337,350,127,140,796,57
593,15593,130,190,251,335,584,27
594,15594,344,415,370,370,685,10
595,15595,8,101,1,67,232,69
596,15596,299,362,316,318,11,29
597,15597,222,258,290,292,722,47
598,15598,153,163,375,405,552,96
599,15599,314,384,108,109,194,29
600,15600,104,114,23,58,239,68
601,15601,386,389,214,258,64,38
602,15602,342,371,45,86,554,49
603,15603,238,281,317,375,586,65
604,15604,299,377,137,138,588,82
605,15605,305,308,253,256,517,10
606,15606,391,395,345,394,747,63
607,15607,337,352,175,182,239,49
608,15608,257,259,218,254,486,56
609,15609,49,56,351,373,331,77
610,15610,242,273,261,306,530,54
611,15611,129,145,46,52,603,31
612,15612,282,286,143,163,346,38
613,15613,232,275,77,77,351,50
614,15614,226,227,220,289,909,29
615,15615,234,241,302,305,80,10
616,15616,352,367,54,87,22,96
617,15617,371,389,276,284,190,0
618,15618,129,146,201,248,571,26
619,15619,277,336,304,333,173,47
620,15620,268,283,169,191,401,47
621,15621,80,95,298,304,709,43
622,15622,185,189,110,125,3,47
623,15623,212,281,124,144,129,85
624,15624,198,240,293,330,467,87
625,15625,173,183,336,381,592,79
626,15626,26,51,392,420,764,27
627,15627,101,109,39,74,396,71
628,15628,162,168,258,270,921,50
629,15629,93,109,156,188,359,59
630,15630,108,109,91,177,784,41
631,15631,254,309,89,102,686,7
632,15632,193,195,337,415,679,45
633,15633,273,280,93,119,765,76
634,15634,346,396,0,17,133,73
635,15635,191,243,84,103,929,95
636,15636,344,379,152,215,306,38
637,15637,138,223,255,345,850,76
638,15638,355,409,372,397,991,61
639,15639,293,302,298,361,528,45
640,15640,350,387,29,46,975,47
641,15641,349,381,267,275,115,67
642,15642,288,343,61,69,540,40
643,15643,101,116,45,80,80,59
644,15644,278,315,36,50,538,84
645,15645,98,106,303,343,782,95
646,15646,181,214,318,329,108,0
647,15647,181,209,326,398,471,97
648,15648,378,404,193,260,723,66
649,15649,304,345,238,249,604,99
650,15650,111,118,352,355,858,61
651,15651,312,363,216,252,690,54
652,15652,355,367,4,11,498,23
653,15653,385,389,250,311,187,33
654,15654,388,393,23,25,477,53
655,15655,30,81,292,331,19,82
656,15656,22,27,18,71,277,72
657,15657,362,371,226,257,648,55
658,15658,211,218,359,420,19,92
659,15659,268,322,64,147,144,94
660,15660,183,196,378,412,904,49
661,15661,269,305,384,435,849,62
662,15662,396,486,286,325,552,46
663,15663,127,209,178,195,156,24
664,15664,57,62,39,48,475,89
665,15665,19,86,35,55,856,78
666,15666,152,156,332,400,219,89
667,15667,184,184,146,147,228,6
668,15668,152,180,83,96,374,76
669,15669,247,304,118,126,171,36
670,15670,395,404,112,123,545,43
671,15671,104,124,245,259,79,77
672,15672,262,311,388,457,547,40
673,15673,306,310,275,324,836,59
674,15674,69,110,233,247,966,97
675,15675,59,85,140,164,549,23
676,15676,26,35,47,48,931,70
677,15677,344,381,124,125,979,48
678,15678,22,74,296,297,404,38
679,15679,283,329,5,55,26,77
680,15680,177,228,297,356,908,43
681,15681,124,126,38,57,254,52
682,15682,69,90,67,86,469,18
683,15683,20,33,28,60,518,48
684,15684,222,226,41,112,974,37
685,15685,370,401,22,23,909,13
686,15686,33,34,238,285,543,56
687,15687,212,226,25,49,19,44
688,15688,74,76,294,346,590,12
689,15689,37,44,118,167,21,51
690,15690,242,317,318,330,627,98
691,15691,62,63,188,222,500,19
692,15692,151,178,189,214,39,95
693,15693,324,335,178,213,980,27
694,15694,212,216,314,318,466,90
695,15695,39,59,343,361,96,27
696,15696,142,180,87,100,0,1
697,15697,289,292,397,418,805,71
698,15698,373,373,135,160,551,22
699,15699,75,80,272,289,899,35
700,15700,127,146,225,266,624,54
701,15701,338,371,384,414,125,74
702,15702,291,347,230,238,128,61
703,15703,297,324,309,322,779,11
704,15704,0,29,137,141,338,22
705,15705,303,304,47,56,97,6
706,15706,222,289,176,240,819,44
707,15707,247,270,4,54,676,65
708,15708,109,116,47,107,296,25
709,15709,48,73,212,229,894,17
710,15710,144,154,167,228,965,1
711,15711,360,407,143,182,204,28
712,15712,205,242,164,220,278,12
713,15713,91,157,348,383,185,72
714,15714,1,1,356,358,737,19
715,15715,156,224,129,147,409,95
716,15716,86,133,8,41,502,40
717,15717,244,261,240,240,652,64
718,15718,74,74,13,41,590,86
719,15719,255,261,292,355,787,76
720,15720,248,272,332,375,34,52
721,15721,9,19,218,222,959,93
722,15722,204,238,106,110,368,44
723,15723,255,288,47,109,524,32
724,15724,139,141,300,320,819,69
725,15725,134,177,7,52,341,17
726,15726,317,330,230,271,436,11
727,15727,37,87,319,320,377,54
728,15728,262,336,34,63,20,56
729,15729,266,271,248,311,690,13
730,15730,397,419,355,435,159,17
731,15731,17,64,279,311,157,5
732,15732,386,387,394,411,152,2
733,15733,101,105,96,103,621,38
734,15734,233,272,189,219,728,14
735,15735,382,397,253,270,632,22
736,15736,12,53,113,124,396,13
737,15737,326,338,228,233,319,17
738,15738,95,128,92,105,268,5
739,15739,46,68,74,92,31,76
740,15740,210,234,51,74,665,65
741,15741,294,297,59,80,743,56
742,15742,4,17,41,78,416,33
743,15743,77,121,208,211,240,91
744,15744,165,171,275,336,90,25
745,15745,178,253,229,234,239,3
746,15746,271,279,144,146,926,87
747,15747,134,202,67,73,65,19
748,15748,363,366,218,241,981,82
749,15749,101,103,357,399,606,38
750,15750,343,366,284,324,528,59
751,15751,161,208,164,165,502,47
752,15752,366,456,28,45,412,29
753,15753,386,392,144,194,397,37
754,15754,144,155,117,118,663,79
755,15755,286,328,245,299,271,61
756,15756,369,416,26,39,652,82
757,15757,6,7,194,215,981,30
758,15758,351,368,124,151,454,80
759,15759,204,248,56,74,98,18
760,15760,122,125,212,246,852,91
761,15761,164,193,244,310,253,41
762,15762,205,248,230,238,364,64
763,15763,301,301,57,66,82,17
764,15764,6,58,161,190,911,81
765,15765,230,285,250,253,881,55
766,15766,200,247,43,57,191,80
767,15767,295,303,75,90,39,36
768,15768,91,162,139,154,54,50
769,15769,220,242,339,366,734,79
770,15770,329,349,220,246,934,92
771,15771,344,409,122,130,823,52
772,15772,25,28,284,306,129,40
773,15773,385,451,391,393,609,18
774,15774,242,249,179,181,932,95
775,15775,97,108,115,128,513,83
776,15776,25,31,18,50,50,36
777,15777,307,397,87,120,614,15
778,15778,281,292,188,200,586,64
779,15779,66,82,37,95,524,8
780,15780,237,256,148,217,611,64
781,15781,45,64,224,281,306,54
782,15782,25,30,364,412,101,46
783,15783,250,256,111,129,264,39
784,15784,192,237,238,259,451,75
785,15785,313,330,285,286,258,35
786,15786,327,365,71,87,352,71
787,15787,116,143,378,387,256,79
788,15788,20,21,46,54,595,69
789,15789,222,241,196,243,180,30
790,15790,109,110,168,204,871,14
791,15791,93,134,373,446,387,20
792,15792,182,217,291,298,720,53
793,15793,332,333,365,391,379,45
794,15794,43,105,101,108,227,19
795,15795,97,108,131,171,906,23
796,15796,110,118,394,397,793,95
797,15797,180,193,64,90,888,58
798,15798,103,105,157,159,504,41
799,15799,383,414,3,21,305,83
800,15800,265,272,254,311,381,62
801,15801,227,229,132,195,1000,24
802,15802,309,311,35,48,272,83
803,15803,197,222,34,35,443,4
804,15804,10,25,252,280,285,93
805,15805,39,43,202,208,890,29
806,15806,68,71,179,209,936,12
807,15807,185,224,133,161,481,72
808,15808,348,388,251,306,910,63
809,15809,113,139,175,178,541,58
810,15810,239,256,324,329,261,88
811,15811,288,291,255,255,852,98
812,15812,100,165,134,149,402,99
813,15813,334,366,1,47,396,60
814,15814,324,389,119,132,554,51
815,15815,75,144,270,298,686,6
816,15816,293,343,122,146,307,76
817,15817,114,123,213,294,553,90
818,15818,363,399,380,413,536,84
819,15819,239,242,108,132,707,10
820,15820,342,404,101,127,522,36
821,15821,24,36,164,173,424,92
822,15822,128,141,265,347,529,76
823,15823,52,84,371,418,353,100
824,15824,15,86,71,93,541,28
825,15825,363,363,31,35,400,31
826,15826,271,318,373,399,615,15
827,15827,239,248,282,312,859,23
828,15828,398,406,79,80,213,35
829,15829,20,21,45,68,601,75
830,15830,225,271,250,251,353,27
831,15831,61,66,129,158,122,9
832,15832,101,129,39,46,717,71
833,15833,70,76,38,52,191,35
834,15834,398,417,246,280,875,26
835,15835,357,419,182,225,119,3
836,15836,0,53,18,36,418,85
837,15837,396,402,186,229,546,84
838,15838,326,355,254,278,481,25
839,15839,246,269,37,64,792,83
840,15840,286,286,282,290,660,97
841,15841,336,344,276,276,554,0
842,15842,269,330,205,267,602,26
843,15843,258,262,388,389,987,34
844,15844,115,147,292,339,687,89
845,15845,272,284,318,399,658,22
846,15846,172,173,311,316,898,33
847,15847,386,405,114,204,491,45
848,15848,266,289,253,270,511,22
849,15849,49,52,329,348,169,7
850,15850,42,44,251,320,219,89
851,15851,16,25,268,291,410,34
852,15852,60,61,193,194,765,20
853,15853,317,331,373,376,406,94
854,15854,135,213,118,118,942,21
855,15855,107,116,175,199,139,7
856,15856,197,218,206,216,181,82
857,15857,32,40,398,413,52,55
858,15858,232,233,241,278,961,37
859,15859,136,155,179,228,111,1
860,15860,281,282,189,224,491,82
861,15861,294,303,169,197,525,52
862,15862,160,161,36,93,539,69
863,15863,130,142,162,193,831,57
864,15864,28,47,282,300,869,7
865,15865,72,85,33,49,381,42
866,15866,238,250,26,62,582,1
867,15867,229,271,112,164,974,67
868,15868,321,340,128,130,664,30
869,15869,176,202,301,306,601,16
870,15870,12,32,238,262,603,51
871,15871,112,118,164,172,81,92
872,15872,177,183,359,391,812,95
873,15873,279,285,28,39,603,13
874,15874,85,107,351,380,654,42
875,15875,55,61,28,45,746,25
876,15876,281,285,169,191,883,75
877,15877,150,176,17,43,767,33
878,15878,224,266,240,278,843,47
879,15879,66,69,29,72,812,19
880,15880,156,195,159,188,170,66
881,15881,279,295,67,70,141,100
882,15882,347,381,21,48,199,63
883,15883,369,462,249,277,129,50
884,15884,379,401,225,256,584,88
885,15885,103,119,323,336,837,67
886,15886,27,35,39,62,138,33
887,15887,245,256,228,235,66,83
888,15888,212,290,16,71,259,77
889,15889,217,254,352,392,844,15
890,15890,242,247,69,77,641,44
891,15891,248,266,262,281,969,10
892,15892,325,342,300,377,575,57
893,15893,150,189,302,348,172,91
894,15894,244,257,18,101,582,12
895,15895,382,436,190,210,994,88
896,15896,119,119,10,10,908,76
897,15897,376,402,161,220,931,51
898,15898,223,226,323,328,248,11
899,15899,347,353,95,143,544,37
900,15900,365,381,22,61,746,74
901,15901,225,226,85,107,820,26
902,15902,119,138,331,347,859,87
903,15903,94,125,394,463,594,19
904,15904,166,196,362,370,542,63
905,15905,357,367,71,96,140,3
906,15906,57,74,392,460,105,83
907,15907,85,87,390,393,134,62
908,15908,10,42,301,305,995,92
909,15909,37,88,71,79,689,8
910,15910,397,404,83,120,560,5
911,15911,235,257,355,364,974,28
912,15912,101,147,273,307,238,67
913,15913,121,141,315,320,566,0
914,15914,69,124,12,31,657,50
915,15915,38,95,31,37,138,21
916,15916,305,312,204,205,398,26
917,15917,15,20,183,217,623,63
918,15918,63,112,221,228,476,30
919,15919,188,196,211,221,920,35
920,15920,3,35,216,286,714,15
921,15921,306,349,34,44,966,98
922,15922,74,123,34,74,466,36
923,15923,176,187,207,235,465,29
924,15924,288,338,97,120,18,27
925,15925,3,18,115,124,819,26
926,15926,247,248,376,385,690,67
927,15927,223,252,249,257,484,92
928,15928,171,253,322,371,818,1
929,15929,352,376,278,296,238,36
930,15930,263,319,104,122,366,53
931,15931,281,287,102,138,523,82
932,15932,4,28,241,248,527,45
933,15933,200,203,205,207,198,13
934,15934,357,387,176,186,766,88
935,15935,240,291,388,449,894,85
936,15936,202,234,249,329,869,12
937,15937,72,92,201,249,122,98
938,15938,254,271,348,363,316,97
939,15939,366,373,292,309,156,30
940,15940,212,216,202,245,586,39
941,15941,172,183,172,172,256,29
942,15942,165,222,305,315,422,80
943,15943,121,146,101,103,426,88
944,15944,267,278,24,47,234,42
945,15945,308,338,181,181,310,67
946,15946,69,114,223,290,410,66
947,15947,101,117,342,344,230,22
948,15948,147,163,357,381,680,46
949,15949,131,165,264,332,138,74
950,15950,157,183,67,99,240,5
951,15951,76,93,122,169,821,37
952,15952,207,266,375,404,561,7
953,15953,78,135,187,190,789,7
954,15954,118,126,85,135,527,15
955,15955,366,381,194,257,123,68
956,15956,270,363,238,273,401,70
957,15957,108,153,28,29,145,93
958,15958,360,398,349,420,588,94
959,15959,258,335,240,253,501,10
960,15960,114,144,278,283,929,1
961,15961,294,322,89,90,418,39
962,15962,264,273,172,253,688,89
963,15963,303,340,8,10,420,59
964,15964,33,53,53,92,102,6
965,15965,198,198,228,231,282,98
966,15966,83,100,270,315,211,30
967,15967,242,259,110,135,437,66
968,15968,97,162,320,394,24,58
969,15969,218,239,73,74,987,10
970,15970,322,325,154,170,967,8
971,15971,163,205,107,115,843,71
972,15972,261,294,327,342,464,35
973,15973,128,140,33,49,140,94
974,15974,3,58,147,150,482,92
975,15975,349,361,359,363,812,23
976,15976,184,221,84,126,445,56
977,15977,305,308,8,12,402,38
978,15978,19,38,344,347,713,31
979,15979,146,148,394,397,694,1
980,15980,156,162,42,88,908,26
981,15981,372,372,64,65,144,92
982,15982,14,14,220,303,538,67
983,15983,241,243,80,86,544,27
984,15984,210,241,339,357,911,62
985,15985,246,283,400,439,826,15
986,15986,110,130,53,54,704,89
987,15987,343,351,397,416,968,81
988,15988,68,86,43,54,904,81
989,15989,216,232,129,146,241,20
990,15990,122,134,391,423,928,29
991,15991,381,406,22,43,899,67
992,15992,350,371,71,72,395,66
993,15993,165,179,274,310,117,22
994,15994,141,165,102,108,498,93
995,15995,140,144,247,254,110,85
996,15996,22,36,26,58,751,45
997,15997,381,390,329,351,538,40
998,15998,232,247,288,289,970,26
999,15999,353,411,155,157,341,84
1000,16000,308,309,139,144,410,11
1,16001,295,314,235,243,463,70
2,16002,96,123,346,382,143,65
3,16003,259,259,124,135,542,97
4,16004,312,390,271,278,999,50
5,16005,176,177,74,132,263,10
6,16006,97,102,83,89,406,49
7,16007,176,231,328,337,884,99
8,16008,65,92,372,442,746,18
9,16009,240,250,364,367,96,74
10,16010,258,259,161,223,885,8
11,16011,146,182,228,234,112,76
12,16012,399,439,243,265,674,89
13,16013,282,294,314,326,270,23
14,16014,194,195,258,259,555,38
15,16015,49,56,363,377,246,59
16,16016,380,380,238,259,215,42
17,16017,185,196,356,360,230,12
18,16018,116,122,386,388,403,58
19,16019,382,383,68,106,115,92
20,16020,338,363,110,162,272,63
21,16021,37,44,314,314,295,34
22,16022,348,390,192,234,390,53
23,16023,42,77,148,162,636,78
24,16024,378,400,344,397,501,71
25,16025,4,16,20,80,404,72
26,16026,144,156,313,321,198,43
27,16027,277,282,304,304,969,51
28,16028,339,408,119,136,654,67
29,16029,244,248,243,252,631,5
30,16030,43,61,49,115,933,12
31,16031,381,427,368,368,872,82
32,16032,114,131,360,376,542,27
33,16033,109,141,141,165,612,80
34,16034,114,122,263,277,548,12
35,16035,258,295,76,102,911,76
36,16036,125,191,18,64,758,35
37,16037,206,253,236,256,326,27
38,16038,189,190,370,374,328,56
39,16039,106,116,76,86,283,22
40,16040,117,121,248,249,378,97
41,16041,64,69,187,212,324,93
42,16042,268,319,298,331,123,72
43,16043,252,307,83,105,871,5
44,16044,337,343,296,319,261,32
45,16045,322,376,190,232,357,12
46,16046,255,283,100,171,47,85
47,16047,324,333,140,185,648,17
48,16048,92,113,185,231,108,49
49,16049,395,401,153,167,623,70
50,16050,68,68,87,112,919,2
51,16051,43,48,367,369,98,83
52,16052,285,319,240,240,369,9
53,16053,321,327,327,339,919,56
54,16054,249,300,11,28,85,42
55,16055,389,402,380,381,63,82
56,16056,44,62,58,94,958,68
57,16057,150,189,194,201,220,97
58,16058,194,230,7,26,17,44
59,16059,150,208,267,288,720,34
60,16060,344,353,151,197,778,29
61,16061,220,287,312,372,150,90
62,16062,170,181,358,413,538,44
63,16063,195,219,166,178,862,70
64,16064,377,414,118,166,260,71
65,16065,39,55,5,17,907,33
66,16066,156,179,314,314,389,68
67,16067,187,188,188,260,192,44
68,16068,15,16,395,441,557,41
69,16069,330,339,130,149,315,17
70,16070,72,94,248,256,978,77
71,16071,383,385,354,382,128,5
72,16072,340,354,198,214,119,47
73,16073,354,411,228,245,822,53
74,16074,304,356,206,209,247,39
75,16075,240,294,183,186,166,52
76,16076,144,177,298,305,830,92
77,16077,129,148,288,351,599,57
78,16078,385,415,282,322,696,90
79,16079,393,447,185,266,85,60
80,16080,52,54,399,404,516,11
81,16081,24,45,270,352,422,81
82,16082,91,95,74,114,121,48
83,16083,43,46,147,164,172,91
84,16084,294,310,154,205,982,87
85,16085,281,303,51,61,862,33
86,16086,378,405,292,328,110,56
87,16087,303,325,4,25,481,27
88,16088,191,194,206,245,420,1
89,16089,311,318,89,92,721,12
90,16090,255,286,193,200,87,70
91,16091,25,68,190,192,747,10
92,16092,204,212,263,328,553,83
93,16093,323,335,10,26,361,21
94,16094,111,197,76,105,9,73
95,16095,225,230,253,277,775,36
96,16096,370,373,164,188,974,68
97,16097,283,285,355,411,139,10
98,16098,96,98,218,222,398,55
99,16099,395,410,316,317,761,25
100,16100,387,406,201,220,969,22
101,16101,316,318,311,340,95,58
102,16102,191,209,246,291,796,17
103,16103,61,65,218,228,228,51
104,16104,258,311,122,125,396,24
105,16105,341,343,356,378,910,94
106,16106,292,340,367,375,302,27
107,16107,182,247,351,401,220,47
108,16108,372,424,136,174,429,46
109,16109,307,350,166,198,75,46
110,16110,8,41,252,266,800,33
111,16111,79,87,103,166,699,25
112,16112,148,225,135,156,139,1
113,16113,180,184,363,365,153,89
114,16114,26,60,389,435,212,55
115,16115,287,339,338,394,108,27
116,16116,212,243,377,406,245,43
117,16117,26,44,320,338,203,53
118,16118,110,119,207,209,812,42
119,16119,141,226,47,53,2,8
120,16120,95,102,219,226,712,39
121,16121,178,183,77,152,32,11
122,16122,276,300,239,241,975,50
123,16123,346,428,162,167,42,41
124,16124,223,230,220,242,677,10
125,16125,153,187,149,218,706,62
126,16126,81,103,218,263,219,90
127,16127,70,75,254,267,1,39
128,16128,294,296,348,373,526,2
129,16129,209,223,180,195,514,25
130,16130,393,485,176,229,468,40
131,16131,50,51,335,358,18,56
132,16132,371,371,303,345,894,2
133,16133,274,297,198,214,394,56
134,16134,22,50,140,175,469,55
135,16135,159,203,261,277,761,85
136,16136,45,70,9,40,351,35
137,16137,274,291,96,106,128,41
138,16138,90,105,45,49,186,35
139,16139,93,123,94,99,650,23
140,16140,352,354,49,90,886,44
141,16141,244,303,124,124,405,5
142,16142,214,228,257,300,890,62
143,16143,256,269,398,414,612,96
144,16144,240,332,129,155,174,36
145,16145,96,102,52,101,26,57
146,16146,355,375,214,220,820,90
147,16147,352,361,293,375,874,91
148,16148,376,378,126,151,972,54
149,16149,138,164,334,359,331,99
150,16150,5,21,74,81,737,69
151,16151,193,251,327,395,257,91
152,16152,47,68,112,125,335,88
153,16153,119,153,213,272,14,38
154,16154,107,128,392,396,299,1
155,16155,207,216,396,411,129,32
156,16156,399,450,337,338,340,50
157,16157,237,263,297,350,781,10
158,16158,16,38,380,427,823,71
159,16159,141,145,27,77,653,56
160,16160,31,45,45,53,226,5
161,16161,55,55,166,171,321,27
162,16162,76,115,270,297,88,72
163,16163,96,164,266,269,538,0
164,16164,84,94,217,223,473,73
165,16165,169,182,290,315,213,48
166,16166,69,74,315,324,777,97
167,16167,352,388,321,343,945,60
168,16168,81,139,388,394,849,61
169,16169,113,117,246,249,377,75
170,16170,78,88,334,335,609,44
171,16171,328,328,291,320,91,23
172,16172,340,343,137,153,776,58
173,16173,101,128,325,367,387,32
174,16174,115,133,3,12,859,50
175,16175,231,262,45,50,568,30
176,16176,123,141,331,373,296,90
177,16177,259,263,305,325,543,63
178,16178,365,376,262,294,481,45
179,16179,94,136,230,241,680,42
180,16180,39,50,336,350,935,70
181,16181,248,275,118,178,191,61
182,16182,305,307,122,142,264,93
183,16183,218,260,254,285,536,43
184,16184,195,223,10,25,923,75
185,16185,84,159,376,442,31,41
186,16186,276,277,174,178,413,58
187,16187,173,208,397,398,716,19
188,16188,218,249,188,193,579,86
189,16189,25,39,336,373,755,14
190,16190,181,211,329,356,717,17
191,16191,376,387,31,61,675,82
192,16192,117,150,95,102,639,37
193,16193,192,203,61,62,435,85
194,16194,78,87,199,225,234,77
195,16195,156,199,348,392,241,37
196,16196,271,332,173,212,773,47
197,16197,123,123,19,27,876,52
198,16198,213,235,196,223,989,30
199,16199,180,185,31,44,772,98
200,16200,355,384,296,310,70,53
201,16201,121,122,51,84,776,19
202,16202,348,421,197,199,922,85
203,16203,210,239,326,364,706,12
204,16204,181,225,68,109,159,42
205,16205,78,112,88,106,973,35
206,16206,313,317,143,170,470,4
207,16207,200,205,230,270,867,75
208,16208,365,377,95,98,677,66
209,16209,118,153,125,131,571,48
210,16210,66,73,74,101,997,36
211,16211,128,138,181,276,13,21
212,16212,190,213,356,395,250,34
213,16213,370,407,153,165,474,90
214,16214,242,243,179,217,670,39
215,16215,156,160,18,19,825,97
216,16216,209,229,112,117,980,72
217,16217,69,84,159,174,302,93
218,16218,339,374,174,181,143,78
219,16219,50,110,103,103,97,1
220,16220,321,325,36,41,47,29
221,16221,398,403,29,39,929,15
222,16222,41,61,61,93,508,17
223,16223,249,259,335,341,486,20
224,16224,212,219,9,60,103,21
225,16225,327,335,49,59,179,24
226,16226,321,355,240,254,359,81
227,16227,316,318,328,367,422,86
228,16228,29,104,20,45,259,11
229,16229,371,376,44,60,378,99
230,16230,246,290,53,75,743,23
231,16231,94,113,51,63,351,58
232,16232,262,269,256,257,223,44
233,16233,281,350,315,354,273,21
234,16234,98,121,266,271,520,7
235,16235,341,341,267,287,284,36
236,16236,202,231,103,132,906,29
237,16237,10,87,67,76,493,82
238,16238,169,219,331,348,375,82
239,16239,75,83,52,65,351,66
240,16240,190,220,243,255,202,91
241,16241,130,132,52,79,832,10
242,16242,125,163,360,370,473,33
243,16243,81,151,257,269,906,59
244,16244,5,34,177,195,743,39
245,16245,225,230,354,391,631,22
246,16246,223,250,8,43,182,50
247,16247,198,226,293,363,942,85
248,16248,344,347,110,113,541,86
249,16249,288,300,268,319,42,81
250,16250,312,344,135,196,88,67
251,16251,225,225,11,53,864,68
252,16252,128,151,45,54,864,65
