IDSUCURSAL,IDBODEGA,CAPACIDADVOLUMEN,CAPACIDADTOTALVOLUMEN,CAPACIDADPESO,CAPACIDADTOTALPESO,CATEGORIA
876,17876,377,404,343,389,432
877,17877,100,111,184,235,177
878,17878,310,331,216,234,542
879,17879,110,123,37,97,261
880,17880,93,143,238,243,898
881,17881,398,400,140,188,155
882,17882,48,53,26,40,144
883,17883,18,29,183,253,394
884,17884,382,398,121,186,445
885,17885,374,401,349,350,793
886,17886,262,263,348,352,667
887,17887,60,64,247,272,630
888,17888,81,102,304,305,261
889,17889,121,126,304,348,71
890,17890,236,294,339,356,947
891,17891,21,50,178,215,168
892,17892,113,121,234,242,217
893,17893,188,215,1,11,729
894,17894,31,121,280,305,556
895,17895,42,53,260,309,6
896,17896,38,47,266,286,208
897,17897,368,430,195,202,68
898,17898,300,320,102,114,987
899,17899,108,128,38,51,654
900,17900,236,291,75,92,594
901,17901,339,400,12,31,341
902,17902,279,296,123,141,436
903,17903,77,82,291,295,151
904,17904,281,329,303,308,763
905,17905,237,257,7,10,646
906,17906,340,365,110,171,0
907,17907,214,232,165,182,379
908,17908,185,274,14,16,625
909,17909,188,202,383,384,791
910,17910,270,271,18,78,884
911,17911,238,250,270,290,983
912,17912,207,219,54,57,384
913,17913,347,406,134,134,523
914,17914,73,155,152,195,95
915,17915,321,327,19,40,683
916,17916,61,115,87,125,15
917,17917,247,272,327,380,208
918,17918,349,371,226,298,608
919,17919,110,137,113,130,828
920,17920,100,105,250,261,994
921,17921,297,301,87,87,147
922,17922,190,255,304,342,674
923,17923,282,284,210,261,827
924,17924,383,405,378,400,582
925,17925,168,177,303,356,575
926,17926,158,192,203,210,677
927,17927,75,75,282,303,236
928,17928,375,419,75,83,978
929,17929,324,339,160,231,952
930,17930,257,272,243,289,415
931,17931,211,220,213,256,113
932,17932,93,99,222,232,559
933,17933,29,52,311,312,678
934,17934,110,111,35,72,119
935,17935,252,281,161,180,110
936,17936,375,380,33,42,515
937,17937,225,318,178,248,322
938,17938,249,269,18,21,985
939,17939,71,92,73,135,439
940,17940,323,327,75,109,505
941,17941,185,191,148,174,282
942,17942,183,226,32,32,126
943,17943,77,88,365,369,228
944,17944,159,161,396,410,854
945,17945,10,48,73,135,618
946,17946,195,196,307,319,986
947,17947,344,359,339,384,414
948,17948,18,76,238,247,313
949,17949,346,347,2,35,128
950,17950,320,363,330,333,575
951,17951,39,43,267,268,210
952,17952,370,378,140,163,772
953,17953,273,298,283,351,337
954,17954,329,346,113,115,75
955,17955,100,119,357,370,432
956,17956,49,100,168,173,259
957,17957,107,109,175,188,305
958,17958,22,39,51,91,527
959,17959,88,108,112,113,370
960,17960,337,339,190,207,302
961,17961,20,23,370,428,867
962,17962,369,411,136,221,510
963,17963,122,128,67,91,353
964,17964,16,18,301,331,177
965,17965,173,187,127,160,675
966,17966,378,379,84,144,944
967,17967,211,283,211,212,563
968,17968,309,310,119,181,287
969,17969,304,344,369,400,616
970,17970,3,22,121,146,679
971,17971,340,402,297,343,96
972,17972,358,366,389,483,935
973,17973,189,205,375,383,953
974,17974,201,251,64,124,714
975,17975,344,416,198,249,392
976,17976,246,247,124,126,82
977,17977,373,408,204,265,720
978,17978,399,436,125,139,782
979,17979,31,66,147,162,171
980,17980,159,212,369,421,447
981,17981,36,63,285,288,359
982,17982,391,419,44,119,863
983,17983,227,263,96,135,981
984,17984,61,83,213,213,476
985,17985,137,143,1,16,987
986,17986,206,217,371,373,88
987,17987,166,191,189,194,927
988,17988,185,191,21,54,127
989,17989,391,398,307,358,435
990,17990,221,222,99,139,135
991,17991,387,400,364,404,647
992,17992,2,10,176,209,235
993,17993,53,85,219,241,617
994,17994,313,339,13,53,219
995,17995,356,368,71,82,617
996,17996,27,46,385,393,240
997,17997,90,172,380,405,455
998,17998,38,45,226,241,379
999,17999,202,214,367,386,731
1000,18000,359,403,333,368,279
1,18001,334,350,147,172,652
2,18002,389,420,172,184,756
3,18003,136,137,386,389,421
4,18004,307,316,243,284,560
5,18005,157,204,174,233,600
6,18006,80,88,51,69,315
7,18007,306,320,154,156,389
8,18008,135,140,274,323,158
9,18009,373,399,376,407,828
10,18010,293,320,123,126,169
11,18011,16,30,378,379,871
12,18012,290,364,308,309,391
13,18013,52,62,19,35,388
14,18014,13,27,246,262,986
15,18015,127,185,145,156,887
16,18016,318,385,319,334,475
17,18017,124,127,53,91,828
18,18018,23,23,384,405,803
19,18019,365,370,7,57,761
20,18020,191,217,21,52,336
21,18021,134,195,18,93,235
22,18022,355,381,355,409,669
23,18023,283,314,394,432,601
24,18024,15,20,95,134,78
25,18025,145,182,194,200,351
26,18026,217,229,64,78,436
27,18027,85,88,147,152,810
28,18028,394,433,142,208,917
29,18029,377,388,55,79,1000
30,18030,154,224,205,217,235
31,18031,167,169,67,90,665
32,18032,137,173,231,284,719
33,18033,325,337,361,447,967
34,18034,164,184,215,276,166
35,18035,233,266,209,215,539
36,18036,340,346,114,120,84
37,18037,200,200,343,363,963
38,18038,316,318,125,171,757
39,18039,41,50,166,167,315
40,18040,273,299,14,40,602
41,18041,263,318,67,68,757
42,18042,142,149,12,17,118
43,18043,305,305,160,168,221
44,18044,84,98,0,12,258
45,18045,240,242,244,285,783
46,18046,321,328,249,259,699
47,18047,346,347,390,391,981
48,18048,126,141,45,111,504
49,18049,99,125,269,274,664
50,18050,270,273,55,78,455
51,18051,192,218,285,300,744
52,18052,340,362,33,50,638
53,18053,375,389,265,271,512
54,18054,399,434,380,406,782
55,18055,334,344,295,297,653
56,18056,316,330,158,159,951
57,18057,111,165,365,396,14
58,18058,44,59,74,102,353
59,18059,370,450,368,373,423
60,18060,398,460,265,275,194
61,18061,97,101,75,106,310
62,18062,227,283,119,137,991
63,18063,320,377,246,258,888
64,18064,319,344,336,344,488
65,18065,223,237,250,254,370
66,18066,142,167,269,270,669
67,18067,133,170,190,200,488
68,18068,13,24,141,157,828
69,18069,168,171,51,117,234
70,18070,196,237,89,136,307
71,18071,302,326,178,195,939
72,18072,261,265,387,411,675
73,18073,252,260,343,350,38
74,18074,166,168,272,277,518
75,18075,189,204,202,234,597
76,18076,162,203,116,116,623
77,18077,385,387,159,215,633
78,18078,44,68,85,92,18
79,18079,78,79,286,288,282
80,18080,362,375,230,253,512
81,18081,310,393,111,117,815
82,18082,304,306,287,301,59
83,18083,242,250,9,61,62
84,18084,125,133,8,37,716
85,18085,393,402,135,166,462
86,18086,252,254,177,179,323
87,18087,264,290,21,46,511
88,18088,138,166,309,310,571
89,18089,318,319,386,454,735
90,18090,160,214,360,406,472
91,18091,199,208,169,178,793
92,18092,279,295,62,85,260
93,18093,298,299,222,264,927
94,18094,391,451,248,283,648
95,18095,346,376,323,345,617
96,18096,333,359,8,8,186
97,18097,183,193,14,29,478
98,18098,47,52,278,289,401
99,18099,306,316,383,451,631
100,18100,281,352,122,180,271
101,18101,79,93,133,147,489
102,18102,332,334,69,91,595
103,18103,233,235,23,43,900
104,18104,227,285,33,34,297
105,18105,104,126,376,386,870
106,18106,130,130,73,125,570
107,18107,53,127,20,37,616
108,18108,362,408,389,401,543
109,18109,241,241,322,350,910
110,18110,388,460,25,33,699
111,18111,157,188,4,74,450
112,18112,259,259,267,271,142
113,18113,169,178,211,225,129
114,18114,75,98,92,138,5
115,18115,228,229,365,372,949
116,18116,242,250,254,315,568
117,18117,213,214,54,57,289
118,18118,226,305,191,208,966
119,18119,206,209,301,317,954
120,18120,300,374,362,400,108
121,18121,153,198,358,377,781
122,18122,125,132,394,424,547
123,18123,335,335,161,175,788
124,18124,302,302,191,247,249
125,18125,387,467,139,143,748
126,18126,134,156,27,42,594
127,18127,164,175,282,283,368
128,18128,26,33,165,185,376
129,18129,168,193,177,179,663
130,18130,312,314,142,147,506
131,18131,330,352,125,131,182
132,18132,324,361,205,210,16
133,18133,266,270,93,102,736
134,18134,237,284,232,259,134
135,18135,73,107,98,100,914
136,18136,101,105,302,312,258
137,18137,14,27,232,244,435
138,18138,310,325,268,271,372
139,18139,159,160,251,284,64
140,18140,391,473,294,348,304
141,18141,221,250,315,316,144
142,18142,202,238,332,384,925
143,18143,348,354,379,380,583
144,18144,261,263,9,18,271
145,18145,74,99,326,327,851
146,18146,362,371,328,411,539
147,18147,350,412,348,363,403
148,18148,215,221,263,289,120
149,18149,5,11,79,80,601
150,18150,172,202,9,15,155
151,18151,8,50,134,134,65
152,18152,66,87,274,295,135
153,18153,71,123,201,216,193
154,18154,75,91,162,225,311
155,18155,51,98,109,137,63
156,18156,341,346,223,255,646
157,18157,242,260,93,112,699
158,18158,187,222,115,164,407
159,18159,266,313,375,409,559
160,18160,252,303,392,430,586
161,18161,154,182,39,68,363
162,18162,126,129,215,216,41
163,18163,359,374,245,252,658
164,18164,330,370,179,221,597
165,18165,202,263,287,348,437
166,18166,211,220,355,393,524
167,18167,146,164,263,265,754
168,18168,315,334,235,284,558
169,18169,29,44,198,247,232
170,18170,380,385,334,347,568
171,18171,169,196,286,376,959
172,18172,201,204,47,103,573
173,18173,217,266,65,102,898
174,18174,230,230,380,391,889
175,18175,380,382,359,365,183
176,18176,85,101,162,175,72
177,18177,279,339,356,402,407
178,18178,277,278,30,102,685
179,18179,340,405,238,250,492
180,18180,347,354,257,316,280
181,18181,168,168,22,62,143
182,18182,152,208,37,72,491
183,18183,232,257,5,63,203
184,18184,288,312,274,282,460
185,18185,14,72,141,143,35
186,18186,280,300,308,361,109
187,18187,2,32,165,196,974
188,18188,78,125,12,16,874
189,18189,49,49,5,31,32
190,18190,334,339,239,249,397
191,18191,39,63,400,437,25
192,18192,212,227,225,227,269
193,18193,379,393,70,72,565
194,18194,109,123,211,218,855
195,18195,6,22,250,279,70
196,18196,51,51,269,272,433
197,18197,196,249,13,13,746
198,18198,17,34,82,119,839
199,18199,138,143,377,401,691
200,18200,208,238,308,346,66
201,18201,229,231,180,185,774
202,18202,125,140,214,215,219
203,18203,57,76,197,197,176
204,18204,187,188,30,34,614
205,18205,286,302,255,256,374
206,18206,47,52,280,285,590
207,18207,130,154,205,206,818
208,18208,261,295,23,83,331
209,18209,241,282,230,246,876
210,18210,301,303,67,86,728
211,18211,131,174,182,240,204
212,18212,253,263,372,404,564
213,18213,263,282,78,95,62
214,18214,276,283,84,107,518
215,18215,137,199,284,331,285
216,18216,162,234,117,136,883
217,18217,73,144,62,134,197
218,18218,69,74,55,71,50
219,18219,321,335,180,244,16
220,18220,52,93,370,397,755
221,18221,392,417,343,350,557
222,18222,223,240,355,372,740
223,18223,319,364,97,127,607
224,18224,190,193,186,197,684
225,18225,227,239,198,245,652
226,18226,304,320,266,267,151
227,18227,3,29,255,257,618
228,18228,169,179,4,58,225
229,18229,171,180,310,341,536
230,18230,112,126,272,277,158
231,18231,336,379,39,50,787
232,18232,346,443,70,118,303
233,18233,75,90,351,372,404
234,18234,53,83,233,244,939
235,18235,221,229,75,80,419
236,18236,20,52,207,232,649
237,18237,235,249,108,116,909
238,18238,298,390,120,182,984
239,18239,327,334,302,354,926
240,18240,60,84,211,219,169
241,18241,330,340,77,83,655
242,18242,221,259,370,393,478
243,18243,286,295,261,316,509
244,18244,27,93,229,238,979
245,18245,256,269,129,168,532
246,18246,104,121,67,67,542
247,18247,124,126,106,112,5
248,18248,191,197,243,324,593
249,18249,131,154,272,290,188
250,18250,267,277,185,226,654
251,18251,233,291,286,321,765
252,18252,227,244,100,182,441
253,18253,190,241,187,191,109
254,18254,124,176,27,41,515
255,18255,317,353,260,263,373
256,18256,328,342,323,326,44
257,18257,304,375,218,220,819
258,18258,364,366,196,265,207
259,18259,207,250,358,387,682
260,18260,196,201,359,362,162
261,18261,27,77,190,207,757
262,18262,370,397,167,171,127
263,18263,205,220,269,271,955
264,18264,303,305,334,363,7
265,18265,95,114,85,98,962
266,18266,332,338,228,228,559
267,18267,215,235,293,298,82
268,18268,8,91,175,226,718
269,18269,32,36,73,75,169
270,18270,123,146,254,288,936
271,18271,215,231,384,414,539
272,18272,93,167,355,390,883
273,18273,75,78,146,182,44
274,18274,294,354,222,223,854
275,18275,210,219,169,174,723
276,18276,282,283,64,121,111
277,18277,177,202,112,142,983
278,18278,124,209,80,115,615
279,18279,189,204,95,113,798
280,18280,263,287,164,175,278
281,18281,70,89,252,312,925
282,18282,168,182,50,50,328
283,18283,200,214,66,121,14
284,18284,276,302,87,90,239
285,18285,23,59,356,382,102
286,18286,2,3,140,142,312
287,18287,322,328,121,150,310
288,18288,31,31,84,116,302
289,18289,268,275,232,234,259
290,18290,92,95,345,363,78
291,18291,13,78,262,281,684
292,18292,261,328,274,307,105
293,18293,118,131,344,365,402
294,18294,385,387,124,140,19
295,18295,44,112,223,227,765
296,18296,5,20,391,393,751
297,18297,128,145,354,384,642
298,18298,78,88,239,239,309
299,18299,303,364,350,420,138
300,18300,19,22,90,97,116
301,18301,1,2,276,296,542
302,18302,372,457,273,342,584
303,18303,91,92,13,61,931
304,18304,88,104,229,229,879
305,18305,229,240,314,320,542
306,18306,40,53,267,357,609
307,18307,1,30,148,182,365
308,18308,18,29,125,128,308
309,18309,113,123,373,376,448
310,18310,58,64,291,291,336
311,18311,217,224,51,82,636
312,18312,239,239,242,268,366
313,18313,263,280,359,419,983
314,18314,167,190,183,185,925
315,18315,263,305,160,180,660
316,18316,34,78,51,55,714
317,18317,98,110,147,170,218
318,18318,355,372,384,411,890
319,18319,176,179,294,310,912
320,18320,343,411,345,380,498
321,18321,172,175,210,255,346
322,18322,131,157,240,260,801
323,18323,320,356,66,67,110
324,18324,28,63,296,298,677
325,18325,311,373,56,91,301
326,18326,306,334,224,259,936
327,18327,306,318,304,351,867
328,18328,208,217,209,211,381
329,18329,330,389,176,182,775
330,18330,294,302,128,131,617
331,18331,354,403,69,125,375
332,18332,93,93,305,307,17
333,18333,391,403,26,72,730
334,18334,350,387,361,363,313
335,18335,2,29,205,248,297
336,18336,185,216,92,144,972
337,18337,14,66,350,375,630
338,18338,225,263,234,236,501
339,18339,388,429,309,324,877
340,18340,208,230,260,304,933
341,18341,171,258,330,335,704
342,18342,365,365,298,327,256
343,18343,142,148,259,267,479
344,18344,246,266,288,321,470
345,18345,133,140,342,342,140
346,18346,366,434,233,237,11
347,18347,11,29,280,282,130
348,18348,65,91,34,40,706
349,18349,159,160,272,351,42
350,18350,95,120,219,240,180
351,18351,62,114,381,427,800
352,18352,171,187,366,383,956
353,18353,115,133,189,235,523
354,18354,268,276,272,327,433
355,18355,364,380,106,120,8
356,18356,342,387,262,305,272
357,18357,227,238,131,158,922
358,18358,47,62,284,319,267
359,18359,338,342,15,75,177
360,18360,346,364,222,236,528
361,18361,94,96,341,361,496
362,18362,341,362,68,72,829
363,18363,141,155,398,404,132
364,18364,273,290,255,285,779
365,18365,280,291,320,342,145
366,18366,280,333,160,226,84
367,18367,392,402,147,168,589
368,18368,354,362,324,325,139
369,18369,265,271,253,298,400
370,18370,351,414,59,76,836
371,18371,25,70,27,36,505
372,18372,115,166,344,415,365
373,18373,276,295,55,107,862
374,18374,40,82,307,335,407
375,18375,262,278,61,81,60
376,18376,231,289,363,404,196
377,18377,269,310,137,151,670
378,18378,230,231,272,283,643
379,18379,135,137,45,57,262
380,18380,330,337,353,416,671
381,18381,251,255,235,265,397
382,18382,158,159,114,114,708
383,18383,171,203,227,261,770
384,18384,152,153,329,359,502
385,18385,349,352,142,159,269
386,18386,104,111,75,121,357
387,18387,353,367,209,218,185
388,18388,385,410,335,352,434
389,18389,257,288,232,241,874
390,18390,270,292,328,340,482
391,18391,187,222,169,203,340
392,18392,382,413,227,227,184
393,18393,149,179,58,98,742
394,18394,290,298,52,52,357
395,18395,138,170,265,288,736
396,18396,367,438,313,318,577
397,18397,8,22,173,230,796
398,18398,143,150,281,281,561
399,18399,64,90,168,184,594
400,18400,133,158,145,147,318
401,18401,67,83,255,279,817
402,18402,10,22,197,231,526
403,18403,41,65,397,433,596
404,18404,321,354,252,270,411
405,18405,312,375,68,109,216
406,18406,33,39,227,228,298
407,18407,91,157,67,68,527
408,18408,45,62,64,93,970
409,18409,151,185,373,403,550
410,18410,261,333,179,183,131
411,18411,115,174,187,191,558
412,18412,363,372,217,254,789
413,18413,124,149,78,102,82
414,18414,76,76,159,168,649
415,18415,308,321,392,393,918
416,18416,221,226,193,233,686
417,18417,356,358,334,340,646
418,18418,108,137,329,357,268
419,18419,181,187,328,343,90
420,18420,171,173,158,159,397
421,18421,324,331,125,170,619
422,18422,53,91,25,45,190
423,18423,344,347,19,40,706
424,18424,204,241,93,96,875
425,18425,9,42,385,388,915
426,18426,48,50,248,290,56
427,18427,120,124,279,317,203
428,18428,182,208,345,346,648
429,18429,329,363,64,75,700
430,18430,342,372,271,271,307
431,18431,232,234,263,270,290
432,18432,280,287,244,280,998
433,18433,164,175,315,372,943
434,18434,170,190,140,142,587
435,18435,318,327,28,49,981
436,18436,152,154,138,155,178
437,18437,315,316,298,311,114
438,18438,284,286,184,186,784
439,18439,260,310,249,280,884
440,18440,232,276,322,339,579
441,18441,27,35,207,211,495
442,18442,231,240,202,272,291
443,18443,272,275,71,71,448
444,18444,263,264,151,175,801
445,18445,278,282,205,266,860
446,18446,314,332,184,204,983
447,18447,43,51,270,278,833
448,18448,235,313,68,123,110
449,18449,223,239,128,138,391
450,18450,238,277,188,200,278
451,18451,213,214,79,143,389
452,18452,179,231,148,154,666
453,18453,290,337,212,217,305
454,18454,144,154,98,168,49
455,18455,157,175,288,301,102
456,18456,307,308,159,245,75
457,18457,178,194,13,18,915
458,18458,250,253,327,388,359
459,18459,183,184,172,173,901
460,18460,392,399,59,117,770
461,18461,144,188,196,216,244
462,18462,0,2,110,111,925
463,18463,273,273,194,221,472
464,18464,339,416,373,380,780
465,18465,60,67,192,206,901
466,18466,207,262,233,254,499
467,18467,379,436,152,153,916
468,18468,121,127,34,77,131
469,18469,255,307,170,181,31
470,18470,152,152,386,421,802
471,18471,284,302,332,332,363
472,18472,345,345,73,78,772
473,18473,393,444,390,404,829
474,18474,207,211,260,271,974
475,18475,373,391,333,339,827
476,18476,49,50,267,285,60
477,18477,161,162,150,188,355
478,18478,348,349,383,394,148
479,18479,288,290,348,421,224
480,18480,227,294,244,257,433
481,18481,297,376,16,45,426
482,18482,121,141,258,338,707
483,18483,219,277,361,453,727
484,18484,135,198,272,281,134
485,18485,337,346,231,311,2
486,18486,52,92,312,350,848
487,18487,395,406,232,234,753
488,18488,229,258,330,331,628
489,18489,244,292,331,402,880
490,18490,364,366,393,393,991
491,18491,320,324,30,31,370
492,18492,14,17,297,371,440
493,18493,92,105,55,80,565
494,18494,120,147,389,478,842
495,18495,299,323,311,376,194
496,18496,339,359,388,418,105
497,18497,256,279,135,149,493
498,18498,89,149,182,199,84
499,18499,311,344,226,237,512
500,18500,236,273,270,272,950
501,18501,144,152,134,134,466
502,18502,230,255,25,38,840
503,18503,55,66,80,101,476
504,18504,391,460,148,220,446
505,18505,52,70,116,153,58
506,18506,257,260,329,346,942
507,18507,279,320,367,368,926
508,18508,220,244,158,167,103
509,18509,84,92,89,162,517
510,18510,364,365,207,289,4
511,18511,112,121,207,215,905
512,18512,126,134,120,162,577
513,18513,337,342,85,130,200
514,18514,10,14,216,220,440
515,18515,213,215,249,262,459
516,18516,311,312,67,93,358
517,18517,346,371,113,158,539
518,18518,212,216,16,20,245
519,18519,389,393,31,128,124
520,18520,25,39,258,271,854
521,18521,44,44,193,193,277
522,18522,302,313,213,247,603
523,18523,165,202,145,201,12
524,18524,73,80,58,81,46
525,18525,304,363,362,362,922
526,18526,228,249,127,184,314
527,18527,230,263,206,220,441
528,18528,356,389,384,387,595
529,18529,267,287,110,181,226
530,18530,124,146,392,437,704
531,18531,228,251,361,363,318
532,18532,302,322,152,176,280
533,18533,5,13,58,78,654
534,18534,150,160,23,56,36
535,18535,183,229,395,426,102
536,18536,336,412,307,309,763
537,18537,78,143,21,69,273
538,18538,187,239,66,74,440
539,18539,68,70,118,145,364
540,18540,338,365,99,131,376
541,18541,196,203,251,254,653
542,18542,311,321,245,261,942
543,18543,356,396,351,395,218
544,18544,261,267,216,252,940
545,18545,341,354,23,67,241
546,18546,168,234,375,383,586
547,18547,344,355,290,295,24
548,18548,77,78,394,403,890
549,18549,204,208,38,85,627
550,18550,337,342,212,221,181
551,18551,118,139,265,273,292
552,18552,92,93,334,398,665
553,18553,98,100,25,68,690
554,18554,56,60,209,214,961
555,18555,350,367,125,127,189
556,18556,227,238,30,33,772
557,18557,278,340,107,119,414
558,18558,181,242,264,296,141
559,18559,395,398,314,334,46
560,18560,367,413,246,247,214
561,18561,134,155,197,224,936
562,18562,159,165,68,71,890
563,18563,94,127,388,481,580
564,18564,3,18,91,98,753
565,18565,116,180,368,390,59
566,18566,321,325,283,287,487
567,18567,284,326,167,205,988
568,18568,97,134,60,80,575
569,18569,363,407,323,351,242
570,18570,162,181,53,57,153
571,18571,276,293,139,224,692
572,18572,282,296,91,105,133
573,18573,117,187,23,114,146
574,18574,261,285,313,353,785
575,18575,264,287,56,85,135
576,18576,225,281,1,51,568
577,18577,15,59,53,67,666
578,18578,209,238,40,43,187
579,18579,164,222,74,140,522
580,18580,70,106,144,175,567
581,18581,20,75,94,110,83
582,18582,303,304,87,148,616
583,18583,286,338,357,359,320
584,18584,167,202,152,188,488
585,18585,256,284,186,221,162
586,18586,168,239,117,123,327
587,18587,300,322,286,304,916
588,18588,22,52,95,124,418
589,18589,158,175,49,125,262
590,18590,378,401,32,34,417
591,18591,153,227,58,113,391
592,18592,186,202,5,12,712
593,18593,13,23,387,470,252
594,18594,217,243,243,245,429
595,18595,210,243,350,352,727
596,18596,164,184,235,283,539
597,18597,226,234,24,35,606
598,18598,387,415,13,18,308
599,18599,316,334,311,321,700
600,18600,59,66,275,307,613
601,18601,341,416,166,216,684
602,18602,146,207,361,372,459
603,18603,133,159,223,227,773
604,18604,242,305,302,305,201
605,18605,378,381,82,137,909
606,18606,302,329,52,63,408
607,18607,383,406,282,313,488
608,18608,39,86,360,414,17
609,18609,276,280,113,114,650
610,18610,358,393,110,124,837
611,18611,387,417,110,125,13
612,18612,233,275,223,252,655
613,18613,399,478,28,69,505
614,18614,8,20,291,306,660
615,18615,138,180,322,325,215
616,18616,339,351,371,423,277
617,18617,228,235,11,48,359
618,18618,34,120,330,337,793
619,18619,147,234,310,332,798
620,18620,370,380,294,320,721
621,18621,90,138,261,264,357
622,18622,236,236,11,37,256
623,18623,165,204,294,370,358
624,18624,374,375,354,359,35
625,18625,164,226,346,350,169
626,18626,215,223,333,363,788
627,18627,72,77,150,156,641
628,18628,323,366,266,297,257
629,18629,9,38,257,303,970
630,18630,94,124,255,288,852
631,18631,98,108,366,416,250
632,18632,326,351,283,323,750
633,18633,206,258,131,137,826
634,18634,39,73,164,193,899
635,18635,114,124,195,208,568
636,18636,338,347,156,156,448
637,18637,390,399,333,394,668
638,18638,240,255,136,154,724
639,18639,202,253,22,69,749
640,18640,185,190,250,295,186
641,18641,256,304,82,82,605
642,18642,337,367,181,195,42
643,18643,197,202,43,53,963
644,18644,179,187,290,292,244
645,18645,299,300,278,281,874
646,18646,265,356,336,339,856
647,18647,2,4,376,421,476
648,18648,95,156,329,347,840
649,18649,229,278,248,269,694
650,18650,45,98,299,304,431
651,18651,122,129,179,180,163
652,18652,207,207,153,197,288
653,18653,207,207,132,153,915
654,18654,344,369,358,363,952
655,18655,31,36,357,387,68
656,18656,134,164,100,129,756
657,18657,341,380,260,276,518
658,18658,148,172,69,70,132
659,18659,303,318,106,111,442
660,18660,400,401,314,355,525
661,18661,386,412,75,98,696
662,18662,176,187,113,113,17
663,18663,231,258,40,88,845
664,18664,293,316,262,281,192
665,18665,147,205,364,384,592
666,18666,128,139,312,338,626
667,18667,270,298,93,135,608
668,18668,113,128,128,128,531
669,18669,200,216,112,143,977
670,18670,31,66,216,218,388
671,18671,331,382,180,204,617
672,18672,218,260,304,310,740
673,18673,225,227,392,406,736
674,18674,9,25,345,386,564
675,18675,279,280,333,352,90
676,18676,15,27,195,240,250
677,18677,155,160,399,407,771
678,18678,191,219,223,233,388
679,18679,91,102,140,145,951
680,18680,137,216,246,279,810
681,18681,94,148,159,170,294
682,18682,385,436,10,23,353
683,18683,259,296,7,9,530
684,18684,73,97,254,279,12
685,18685,293,357,42,71,915
686,18686,104,113,135,197,709
687,18687,175,175,233,243,667
688,18688,215,217,295,314,190
689,18689,24,27,39,42,165
690,18690,389,410,353,393,531
691,18691,221,229,301,350,906
692,18692,170,184,396,465,119
693,18693,57,70,57,93,560
694,18694,200,229,14,44,702
695,18695,386,423,149,184,804
696,18696,394,406,354,384,722
697,18697,186,242,193,210,639
698,18698,221,245,363,374,579
699,18699,333,359,4,5,232
700,18700,208,236,151,155,16
701,18701,322,352,235,270,263
702,18702,165,231,137,153,19
703,18703,278,348,346,377,183
704,18704,362,366,255,275,344
705,18705,136,157,53,53,938
706,18706,246,247,218,219,146
707,18707,357,398,244,251,400
708,18708,361,361,101,117,150
709,18709,150,183,36,44,271
710,18710,67,68,148,177,796
711,18711,172,224,22,43,161
712,18712,179,194,195,196,177
713,18713,314,352,391,398,258
714,18714,268,305,339,339,280
715,18715,270,364,164,183,276
716,18716,338,339,17,72,957
717,18717,1,14,229,272,594
718,18718,71,88,253,311,475
719,18719,244,271,337,359,374
720,18720,146,161,361,391,609
721,18721,63,66,32,33,257
722,18722,65,73,278,284,117
723,18723,271,292,302,326,638
724,18724,337,358,391,441,345
725,18725,97,117,371,379,668
726,18726,248,287,315,407,160
727,18727,262,281,373,435,726
728,18728,108,110,204,222,289
729,18729,37,51,52,83,799
730,18730,49,63,43,44,466
731,18731,363,396,121,195,416
732,18732,236,244,246,320,677
733,18733,336,395,111,164,541
734,18734,184,204,251,279,627
735,18735,217,220,186,237,679
736,18736,189,190,195,233,856
737,18737,327,365,227,234,800
738,18738,4,64,158,170,833
739,18739,59,88,218,256,601
740,18740,341,354,71,101,774
741,18741,201,202,17,82,391
742,18742,184,266,359,404,976
743,18743,86,117,63,64,553
744,18744,23,91,159,161,989
745,18745,153,205,221,231,511
746,18746,329,338,203,293,731
747,18747,144,156,143,155,452
748,18748,213,258,322,331,864
749,18749,221,226,112,122,803
750,18750,91,152,237,273,132
751,18751,199,248,283,343,938
752,18752,158,190,93,163,35
753,18753,212,224,14,34,148
754,18754,34,77,233,283,388
755,18755,378,384,246,264,531
756,18756,331,343,304,337,642
757,18757,190,238,55,66,585
758,18758,253,310,192,231,187
759,18759,193,193,225,278,457
760,18760,38,62,61,95,21
761,18761,235,253,155,196,455
762,18762,374,450,274,345,691
763,18763,56,64,190,226,864
764,18764,132,161,350,359,723
765,18765,62,64,128,135,713
766,18766,111,150,123,136,815
767,18767,76,93,160,162,700
768,18768,373,386,338,338,7
769,18769,256,267,256,286,626
770,18770,73,75,152,179,789
771,18771,50,56,111,124,524
772,18772,15,21,143,165,249
773,18773,82,85,393,398,587
774,18774,260,316,72,74,760
775,18775,216,240,393,410,658
776,18776,143,158,321,353,125
777,18777,302,316,31,33,206
778,18778,64,83,105,182,38
779,18779,205,256,218,222,542
780,18780,336,404,160,173,128
781,18781,285,351,274,278,399
782,18782,228,244,285,288,1000
783,18783,120,124,99,109,876
784,18784,4,85,389,395,400
785,18785,300,317,246,271,345
786,18786,227,275,141,141,228
787,18787,20,24,330,400,644
788,18788,146,152,55,101,856
789,18789,27,39,1,52,449
790,18790,280,301,356,379,313
791,18791,21,75,104,107,827
792,18792,123,124,228,243,154
793,18793,274,293,352,370,672
794,18794,63,101,341,389,105
795,18795,113,116,252,271,341
796,18796,240,245,236,251,864
797,18797,92,142,262,285,730
798,18798,41,134,90,110,989
799,18799,380,401,200,216,609
800,18800,231,245,297,301,297
801,18801,325,325,188,278,451
802,18802,340,358,48,122,900
